776	777	73392
516	87145	80364
7998	46584	23869
1892	53468	59538
172	50846	64669
9589	9589	21404
3053	88054	40529
2494	79171	17761
5848	70649	67422
8815	43826	9079
3311	3312	81449
4687	62252	41159
4214	8435	64761
6622	27372	11679
7611	71547	17006
1333	1333	14102
5590	41883	23770
7310	41823	44441
2881	92555	37515
5891	3546	86650
5461	5462	2001
3182	32948	14145
3956	71297	6266
5504	56536	73319
9331	93178	60267
2967	2968	6246
3354	88508	21143
774	10889	62465
2107	51256	87407
3483	60840	22266
4386	4386	74797
9461	89537	12565
9116	52528	68506
4472	20019	52049
6837	68919	29530
516	516	66870
4902	18399	16602
8987	2866	45488
5977	34131	2094
6579	53267	77571
3827	3828	17879
9847	38078	58958
1763	11508	26263
9933	20520	57753
6751	72557	16652
3784	3785	68917
7009	50428	38019
5418	53118	41222
3139	60880	27639
6665	71443	47890
3526	3527	5216
6149	63363	53577
7998	143	87186
817	54843	7947
7611	63324	19205
8041	8042	48388
301	13476	34233
3698	17327	50720
5719	81120	27034
5504	56410	84834
3268	3269	67747
8428	6063	16007
7353	68903	49752
4773	59063	66333
258	10123	34253
6579	6580	69225
8901	1679	35877
8342	16429	27802
6364	7645	82721
1376	11187	47722
8342	8343	51207
4343	74591	18705
6751	85816	57474
3956	20564	73206
5332	6122	78463
1290	1290	15159
7482	89336	86513
215	62696	35298
1591	92138	38363
8686	56211	6521
6923	6923	50497
9417	25689	31431
6579	11120	35671
4730	73666	7469
9632	87765	46675
4515	4516	37489
3354	56124	2050
4601	23905	9261
473	56298	9412
1333	31507	29899
6837	6837	73193
9417	43322	66683
1462	40526	21322
86	72048	49520
5117	34502	19622
4988	4989	26009
6579	92589	15903
3827	28596	88457
1247	25272	41816
7439	86789	32942
8686	8687	54274
6278	91926	58923
903	4909	25536
4558	88073	3619
6321	37602	62391
9331	9332	64869
5719	35393	27117
8987	24840	26643
258	36074	87838
8815	82660	84490
688	688	88267
172	43969	64642
4343	14029	40404
258	14993	84263
5074	80242	23517
8256	8257	88049
3397	77251	13998
1548	66373	71517
5848	61979	24240
215	89291	43703
3096	3096	26649
3096	1919	78490
7826	26031	38097
6880	20023	5063
1849	64398	86992
4171	4172	32997
2021	58846	15983
1677	26456	66041
86	46926	77051
3698	56387	21299
4644	4645	68025
8299	35650	55127
2580	31675	46240
8514	88379	6896
2021	90224	51665
3311	3312	50923
5117	11141	76717
1075	9390	86244
1333	31999	51023
9546	24225	28525
3440	3441	46162
344	84292	78425
3268	70056	82634
9804	3498	19628
3268	50817	80536
6536	6537	19665
1290	74921	43001
1161	39719	89296
1032	9627	69673
9159	85243	21134
8342	8342	31685
2752	14878	50901
1376	13035	22280
5762	46870	26982
6407	76831	63543
6020	6020	87807
2193	45084	82023
1075	48412	60143
1419	87730	27243
3139	14661	75710
8084	8085	12393
7869	76964	84558
9202	76310	23292
2150	86709	21792
5332	41947	5569
9374	9375	58157
2451	58784	26835
2064	74655	42284
1247	49791	33131
9417	3375	40660
9890	9891	74659
8428	70757	77860
7396	16266	17136
7439	86161	84063
7740	19393	64675
3225	3226	73594
8944	32904	72070
9288	14546	80468
6923	35590	59825
6708	3131	66731
5375	5376	72290
688	75549	22978
1075	57948	89504
9288	30114	4316
8514	13191	43429
4644	4645	77015
903	78452	67631
7396	37358	12982
5117	80549	11962
9460	48154	20799
9976	9977	14833
2537	847	35607
3956	61342	18387
2666	73490	13984
4300	37591	29034
7740	7741	37772
7869	19241	39777
6751	37324	71685
2408	2628	9659
4558	54962	88339
7611	7612	42388
430	37258	45266
1548	86336	85812
9073	283	87912
1978	32448	16858
4257	4258	60312
5246	34291	69680
3784	43086	58304
4128	93660	67681
1849	81371	48326
7181	7181	70200
3053	5157	50162
8901	28451	5791
344	17194	13267
6794	37690	84970
3354	3354	19269
7697	42678	30429
8815	92709	57748
6063	90536	59311
258	51678	69346
5461	5461	20967
3139	61959	9371
6493	34001	68116
3784	75066	73349
4472	42393	82129
7697	7698	19483
7568	42939	78535
3182	12108	30374
430	78816	79186
8729	68472	26365
6751	6751	38668
5676	92235	53950
8815	51181	25078
774	48237	23686
9847	82259	4489
5504	5505	45892
43	13701	48110
2451	29253	25504
2236	32628	7400
989	22181	75363
774	775	40423
6794	32116	2992
1333	90990	63382
3569	12754	16869
7697	91556	81451
2752	2753	43483
7396	54959	42968
7654	29474	77199
3139	84636	34045
1548	21269	68239
5676	5676	53702
9116	25950	9674
4945	4744	75236
1935	4624	48286
9632	62581	43202
1290	1291	27875
387	37953	68611
6665	19286	6358
7482	27003	29707
4171	76916	5134
5977	5978	30526
3827	34111	59711
3440	28412	32161
8428	15066	22063
2279	5872	81949
5891	5892	28604
1290	29827	32910
4601	32719	23588
9460	20048	20481
7955	54146	83079
4773	4773	38176
7181	36873	49041
5332	310	59201
6579	65394	52349
5375	28033	30632
3483	3483	76899
344	12654	42169
2236	23707	40675
9933	34661	86937
9159	4220	51550
8127	8127	31765
2795	63164	44758
516	66326	17066
6106	76447	75637
1849	28453	32438
1892	1892	42365
5504	82350	39827
9503	93319	51611
9890	70344	25261
5977	42336	38850
6622	6623	42217
3397	10217	24608
4386	64144	63335
2494	57577	62655
5934	71404	62297
3655	3655	45227
172	75000	9357
301	80116	38840
6751	72471	34020
1075	79127	36066
5719	5719	35428
387	79645	52717
7740	31039	56244
6321	69451	18208
2752	28729	65747
3354	3355	51444
6149	42197	31124
258	26829	30051
6106	63515	47479
7611	1415	34725
9761	9762	6318
4644	9004	79174
6751	80409	82237
9116	36822	64672
4601	66866	70114
860	861	17871
1290	32641	31028
7869	49386	37846
2494	7846	87035
774	18909	4982
3569	3569	21723
6751	12896	7159
6579	11990	36060
7654	77807	8173
7439	41198	4843
5117	5117	67705
8213	84634	68093
5160	39282	80332
8557	31588	2613
5934	12583	3428
43	44	5528
688	36	67598
8643	86826	69708
1333	5231	3411
5117	83890	41869
6235	6236	18227
1419	75393	61902
7783	86100	75330
9804	21692	43073
1677	60166	23355
4042	4043	14049
1161	86335	83895
7783	11256	59641
301	67159	64725
7052	42228	75182
8041	8041	27357
1505	38112	25329
3096	62962	38137
8772	15995	60906
258	82009	44491
7224	7224	80308
2021	23142	38281
1333	56687	86074
7697	69141	52716
8256	47495	65484
9331	9332	88039
903	15713	38630
3956	22159	1295
1161	44796	40012
3655	44598	62602
4085	4086	55980
688	88802	61156
4386	56597	61054
6579	72194	43780
6063	24403	57896
6235	6235	29168
301	16078	40851
2623	79911	9684
8815	44280	51764
6966	60955	63830
2408	2408	75489
9417	18570	52194
5418	53014	51328
2150	28984	78302
1333	24160	24589
3440	3441	67127
688	65008	32647
7525	44601	85554
8041	26934	51452
1462	78436	57655
3870	3871	8959
7654	28460	8406
2924	53626	86260
1548	91641	86661
2107	49199	28291
258	259	70611
7052	2465	79752
8772	62474	32845
6020	29996	79818
4730	79403	73122
9589	9589	14785
7267	63632	32138
3827	47759	26346
3354	55373	51118
5590	5431	77281
8729	8730	64943
9030	1919	74294
6106	7305	15589
4429	2611	11503
645	74721	1892
5805	5805	71736
1	62414	88583
9976	90338	36908
9847	84547	83750
9804	51051	82271
9933	9933	46086
9933	84366	76248
9804	44694	75457
9933	52255	61750
9847	46391	41496
9890	9891	21375
9933	12654	13486
9847	1121	30457
9890	24009	69924
9976	85050	26467
9804	9804	14466
9976	55388	47975
9976	6795	65528
9976	47577	28018
9847	44228	2511
9933	9933	85791
9976	37803	56197
9847	8352	24569
9933	4507	43388
9890	48653	51233
9847	9848	89048
9761	17354	57682
9804	11897	66864
9847	36548	47157
9933	61492	41790
9847	9848	70235
9804	34514	55250
9804	80211	46637
9933	39886	88017
9761	83370	37181
9847	9848	15007
9847	80760	73990
9804	23449	22226
9847	86918	20176
9761	47103	20762
9890	9891	85591
9804	64313	73164
9847	71608	51533
9804	74724	29606
9890	32599	55270
9761	9761	66377
9804	45397	46680
9976	26331	69913
9761	90409	40945
9761	26695	39768
9804	9804	26276
9847	84695	36309
9761	42549	54697
9847	64242	77415
9890	92191	60791
9761	9762	64601
9847	16357	65991
9890	30406	31090
9933	2774	7414
9890	12788	31533
9804	9805	27741
9804	13091	86528
9976	59147	14715
9933	91603	75197
9976	9265	5293
9933	9933	25958
9847	52854	28008
9761	76270	80459
9976	36938	43024
9976	91159	33228
9804	9805	79285
9804	59782	77306
9761	52387	18222
9847	54503	30874
9890	75836	31677
9804	9804	67868
9890	55136	32789
9804	57742	58205
9804	25623	2092
9976	79884	31847
9804	9805	50949
9804	61132	11677
9890	64753	84301
9804	820	79870
9761	67501	9000
9847	9847	27782
9976	88974	50097
9761	57489	1194
9847	59279	62938
9761	30085	83207
9847	9847	87230
9890	58731	55882
9804	71416	64662
9933	69511	29117
9976	60213	86138
9761	9761	42569
9890	26021	16143
9761	51260	56926
9804	68193	58460
9976	39772	79859
9976	9977	74710
9804	38548	71420
9847	54788	68783
9890	47421	11285
9804	88380	89668
9847	9848	11882
9761	80666	82323
9761	24147	6673
9804	61981	76505
9976	4022	19430
9976	9977	11399
9761	25142	46170
9847	40393	57233
9976	87481	55717
9761	14729	31473
9761	9762	54230
9847	58730	26645
9933	29261	31090
9804	5565	62361
9890	23473	42060
9933	9933	59791
9804	41216	84902
9847	46680	85997
